Total FP,Elements/Thread,num_fields,phase_limit,Device GFlop/s,Arithmetic Intensity,Global Loads/Block,phase3_shared_loads,Dimensions,Time Steps,Local Memory Size,Useful FP,num_sfu,EventElapsed,Max Work-Group Size,Padding,Shared Size,Num Blocks Z,Num Blocks X,Num Blocks Y,Device,data_size,Register Usage,phase4_global_stores,Actual GFlop/s,Padded Size,Max Blocks,Num Blocks (Shared),Shared Stores/Block,Global Stores/Block,Time Tile Size,Global Memory Size,phase2_global_loads,phase2_shared_loads,compute_per_point,Block Size Z,Block Size X,Block Size Y,Useful Ratio,Elapsed Time,ProfileTimerResolution,Shared Loads/Block,Real Size,num_fp,Problem Size,shared_stores,Max Compute Units,
2709504,7,1,2,23.7515,1,42336,27,3,64,49152,2709504,0,0.34491,1024,1,36608,28,7,4,Tesla C2050,4,20,1,23.7515,170,8,2,0,6048,1,2817720320,27,0,27,6,24,6,1,0.34497,1000,0,168,182,200,1,14,
1204224,7,1,2,20.1525,1,18816,27,3,64,49152,1204224,0,0.406514,1024,1,24128,84,7,3,Tesla C2050,4,20,1,20.1525,170,8,3,0,2688,1,2817720320,27,0,27,2,24,8,1,0.406576,1000,0,168,182,200,1,14,
2408448,7,1,2,23.3412,1,37632,27,3,64,49152,2408448,0,0.350974,1024,1,36192,42,7,3,Tesla C2050,4,22,1,23.3412,170,8,2,0,5376,1,2817720320,27,0,27,4,24,8,1,0.351033,1000,0,168,182,200,1,14,
200704,7,1,2,26.7379,1,3136,27,3,64,49152,64512,0,1.42307,1024,2,3840,96,32,16,Tesla C2050,4,24,1,8.59431,196,8,13,448,448,2,2817720320,27,0,27,4,8,2,0.321429,1.4231,1000,3136,192,364,200,1,14,
301056,7,1,2,25.5807,1,4704,27,3,64,49152,129024,0,1.11556,1024,2,5120,48,32,16,Tesla C2050,4,24,1,10.9631,196,8,10,672,672,2,2817720320,27,0,27,6,8,2,0.428571,1.11561,1000,4704,192,364,200,1,14,
401408,7,1,2,25.5618,1,6272,27,3,64,49152,193536,0,0.992334,1024,2,6400,32,32,16,Tesla C2050,4,24,1,12.3244,196,8,8,896,896,2,2817720320,27,0,27,8,8,2,0.482143,0.992387,1000,6272,192,364,200,1,14,
401408,7,1,2,25.6184,1,6272,27,3,64,49152,139776,0,0.735338,1024,2,7200,78,26,6,Tesla C2050,4,24,1,8.92071,160,8,7,896,896,2,2817720320,27,0,27,4,8,4,0.348214,0.735391,1000,6272,156,364,200,1,14,
602112,7,1,2,25.6755,1,9408,27,3,64,49152,279552,0,0.550256,1024,2,9600,39,26,6,Tesla C2050,4,24,1,11.9208,160,8,6,1344,1344,2,2817720320,27,0,27,6,8,4,0.464286,0.550318,1000,9408,156,364,200,1,14,
802816,7,1,2,26.0693,1,12544,27,3,64,49152,419328,0,0.481723,1024,2,12000,26,26,6,Tesla C2050,4,24,1,13.6166,160,8,5,1792,1792,2,2817720320,27,0,27,8,8,4,0.522321,0.481781,1000,12544,156,364,200,1,14,
602112,7,1,2,24.9548,1,9408,27,3,64,49152,215040,0,0.334963,1024,2,10560,60,20,3,Tesla C2050,4,24,1,8.91243,124,8,5,1344,1344,2,2817720320,27,0,27,4,8,6,0.357143,0.335036,1000,9408,120,364,200,1,14,
903168,7,1,2,24.5586,1,14112,27,3,64,49152,430080,0,0.255272,1024,2,14080,30,20,3,Tesla C2050,4,24,1,11.6946,124,8,4,2016,2016,2,2817720320,27,0,27,6,8,6,0.47619,0.255331,1000,14112,120,364,200,1,14,
1204224,7,1,2,24.8895,1,18816,27,3,64,49152,645120,0,0.223872,1024,2,17600,20,20,3,Tesla C2050,4,24,1,13.3337,124,8,3,2688,2688,2,2817720320,27,0,27,8,8,6,0.535714,0.223943,1000,18816,120,364,200,1,14,
802816,7,1,2,24.4292,1,12544,27,3,64,49152,290304,0,0.831603,1024,2,13920,81,27,3,Tesla C2050,4,24,1,8.83376,166,8,4,1792,1792,2,2817720320,27,0,27,4,8,8,0.361607,0.831655,1000,12544,162,364,200,1,14,
1204224,7,1,2,24.9387,1,18816,27,3,64,49152,580608,0,0.180987,1024,2,18560,27,18,2,Tesla C2050,4,24,1,12.024,112,8,3,2688,2688,2,2817720320,27,0,27,6,8,8,0.482143,0.181036,1000,18816,108,364,200,1,14,
1605632,7,1,2,24.6749,1,25088,27,3,64,49152,870912,0,0.548851,1024,2,23200,27,27,3,Tesla C2050,4,24,1,13.384,166,8,3,3584,3584,2,2817720320,27,0,27,8,8,8,0.542411,0.548914,1000,25088,162,364,200,1,14,
401408,7,1,2,42.7597,1,6272,27,3,64,49152,150528,0,0.51092,1024,2,6912,84,12,14,Tesla C2050,4,24,1,16.0349,172,8,8,896,896,2,2817720320,27,0,27,4,16,2,0.375,0.510982,1000,6272,168,364,200,1,14,
602112,7,1,2,42.7006,1,9408,27,3,64,49152,301056,0,0.383711,1024,2,9216,42,12,14,Tesla C2050,4,24,1,21.3503,172,8,6,1344,1344,2,2817720320,27,0,27,6,16,2,0.5,0.383767,1000,9408,168,364,200,1,14,
802816,7,1,2,42.6073,1,12544,27,3,64,49152,451584,0,0.341809,1024,2,11520,28,12,14,Tesla C2050,4,24,1,23.9666,172,8,5,1792,1792,2,2817720320,27,0,27,8,16,2,0.5625,0.341873,1000,12544,168,364,200,1,14,
802816,7,1,2,41.305,1,12544,27,3,64,49152,326144,0,0.620761,1024,2,12960,91,13,7,Tesla C2050,4,24,1,16.7801,186,8,4,1792,1792,2,2817720320,27,0,27,4,16,4,0.40625,0.620815,1000,12544,182,364,200,1,14,
