Elements/Thread,num_fields,Total FP/Block,Actual GFlop/s,Device GFlop/s,Global Loads/Block,phase3_shared_loads,Dimensions,phase2_global_loads,phase2_shared_loads,num_sfu,EventElapsed,Time Steps,Shared Size,Num Blocks Z,Num Blocks X,Num Blocks Y,Device,Real Per Block X,Real Per Block Y,data_size,Register Usage,phase4_global_stores,phase_limit,Padded Size,Useful FP/Block,Shared Stores/Block,Global Stores/Block,Time Tile Size,compute_per_point,Block Size Z,Block Size X,Block Size Y,Useful Ratio,Elapsed Time,ProfileTimerResolution,Shared Loads/Block,num_fp,shared_stores,
1,1,6912,96.9463,96.1708,1920,5,2,5,0,1,0.35642,64,2352,1,62,1500,Tesla C2050,96,4,4,11,1,2,6002,6912,0,384,1,12,1,96,4,1,0.356486,1000,0,12,1,
1,1,10368,98.4234,97.636,2880,5,2,5,0,1,0.351074,64,3136,1,62,1000,Tesla C2050,96,6,4,11,1,2,6002,10368,0,576,1,12,1,96,6,1,0.351136,1000,0,12,1,
1,1,13824,102.429,101.609,3840,5,2,5,0,1,0.337339,64,3920,1,62,750,Tesla C2050,96,8,4,11,1,2,6002,13824,0,768,1,12,1,96,8,1,0.337405,1000,0,12,1,
1,1,17280,82.39,81.7309,4800,5,2,5,0,1,0.419406,64,4704,1,62,600,Tesla C2050,96,10,4,11,1,2,6002,17280,0,960,1,12,1,96,10,1,0.419468,1000,0,12,1,
1,1,9216,100.685,98.8054,2560,5,2,5,0,1,0.34318,64,3120,1,46,1500,Tesla C2050,128,4,4,11,1,2,6002,9216,0,512,1,12,1,128,4,1,0.343249,1000,0,12,1,
1,1,13824,109.003,106.968,3840,5,2,5,0,1,0.316994,64,4160,1,46,1000,Tesla C2050,128,6,4,11,1,2,6002,13824,0,768,1,12,1,128,6,1,0.317056,1000,0,12,1,
1,1,18432,85.9676,84.3628,5120,5,2,5,0,1,0.401946,64,5200,1,46,750,Tesla C2050,128,8,4,11,1,2,6002,18432,0,1024,1,12,1,128,8,1,0.402012,1000,0,12,1,
1,1,4608,92.9277,198.246,640,5,2,5,0,2,0.371832,64,816,1,200,3000,Tesla C2050,30,2,4,11,1,2,6004,2160,128,128,2,12,1,32,4,0.46875,0.371902,1000,640,24,1,
1,1,6912,127.298,203.678,960,5,2,5,0,2,0.271419,64,1088,1,200,1500,Tesla C2050,30,4,4,11,1,2,6004,4320,192,192,2,12,1,32,6,0.625,0.271488,1000,960,24,1,
1,1,9216,142.349,202.452,1280,5,2,5,0,2,0.242716,64,1360,1,200,1000,Tesla C2050,30,6,4,11,1,2,6004,6480,256,256,2,12,1,32,8,0.703125,0.242784,1000,1280,24,1,
1,1,11520,154.417,205.889,1600,5,2,5,0,2,0.223742,64,1632,1,200,750,Tesla C2050,30,8,4,11,1,2,6004,8640,320,320,2,12,1,32,10,0.75,0.22381,1000,1600,24,1,
