Total FP,Elements/Thread,num_fields,phase_limit,Device GFlop/s,Arithmetic Intensity,Global Loads/Block,phase3_shared_loads,Dimensions,Time Steps,Local Memory Size,Useful FP,num_sfu,EventElapsed,Max Work-Group Size,Padding,Shared Size,Num Blocks Z,Num Blocks X,Num Blocks Y,Device,data_size,Register Usage,phase4_global_stores,Actual GFlop/s,Padded Size,Max Blocks,Num Blocks (Shared),Shared Stores/Block,Global Stores/Block,Time Tile Size,Global Memory Size,phase2_global_loads,phase2_shared_loads,compute_per_point,Block Size Z,Block Size X,Block Size Y,Useful Ratio,Elapsed Time,ProfileTimerResolution,Shared Loads/Block,Real Size,num_fp,Problem Size,shared_stores,Max Compute Units,
458752,1,1,3,71.6419,1,7168,5,3,64,49152,17920,0,1.28064,1024,4,7200,100,20,100,Tesla C2050,4,10,1,2.79851,208,8,7,3072,1024,4,2817720320,7,0,7,8,16,8,0.0390625,1.28068,1000,21504,200,14,200,1,14,
28672,2,1,3,95.4746,1,448,5,3,64,49152,28672,0,0.0374701,1024,1,960,100,25,50,Tesla C2050,4,19,1,95.4746,202,8,52,0,64,1,2817720320,7,0,7,2,8,2,1,0.0375388,1000,0,200,14,200,1,14,
57344,2,1,3,165.674,1,896,5,3,64,49152,57344,0,0.0215647,1024,1,1440,50,25,50,Tesla C2050,4,19,1,165.674,202,8,35,0,128,1,2817720320,7,0,7,4,8,2,1,0.0216329,1000,0,200,14,200,1,14,
86016,2,1,3,174.589,1,1344,5,3,64,49152,86016,0,0.0180972,1024,1,1920,32,24,48,Tesla C2050,4,19,1,174.589,194,8,26,0,192,1,2817720320,7,0,7,6,8,2,1,0.018162,1000,0,192,14,200,1,14,
114688,2,1,3,175.745,1,1792,5,3,64,49152,114688,0,0.0203261,1024,1,2400,25,25,50,Tesla C2050,4,19,1,175.745,202,8,21,0,256,1,2817720320,7,0,7,8,8,2,1,0.0203931,1000,0,200,14,200,1,14,
57344,2,1,3,165.666,1,896,5,3,64,49152,57344,0,0.0215655,1024,1,1600,100,25,25,Tesla C2050,4,19,1,165.666,202,8,31,0,128,1,2817720320,7,0,7,2,8,4,1,0.0216339,1000,0,200,14,200,1,14,
114688,2,1,3,175.745,1,1792,5,3,64,49152,114688,0,0.0203233,1024,1,2400,50,25,25,Tesla C2050,4,19,1,175.745,202,8,21,0,256,1,2817720320,7,0,7,4,8,4,1,0.0203931,1000,0,200,14,200,1,14,
172032,2,1,3,176.484,1,2688,5,3,64,49152,172032,0,0.0179007,1024,1,3200,32,24,24,Tesla C2050,4,19,1,176.484,194,8,16,0,384,1,2817720320,7,0,7,6,8,4,1,0.017967,1000,0,192,14,200,1,14,
229376,2,1,3,176.031,1,3584,5,3,64,49152,229376,0,0.0202949,1024,1,4000,25,25,25,Tesla C2050,4,19,1,176.031,202,8,13,0,512,1,2817720320,7,0,7,8,8,4,1,0.02036,1000,0,200,14,200,1,14,
86016,2,1,3,174.58,1,1344,5,3,64,49152,86016,0,0.0180989,1024,1,2240,96,24,16,Tesla C2050,4,19,1,174.58,194,8,22,0,192,1,2817720320,7,0,7,2,8,6,1,0.018163,1000,0,192,14,200,1,14,
